EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,Timestamp,Response
73.4441553298384,107.54456312581897,94.94858007505536,56.29671403300017,1700259779.2160606,
-69.7715735733509,-72.16510954499245,-72.98414763528854,-65.13035772833973,1700259779.2160606,
89.21531344298273,115.30859543383121,104.08141576685011,72.8869102364406,1700259779.246559,
-55.776867939159274,-17.551350492052734,-33.599261201918125,-69.92864937148988,1700259779.246559,
-122.33960735052824,-119.34394748602062,-121.33731416240335,-121.45325106102973,1700259779.2473094,
57.66551741678268,68.64586368668824,61.66721036937088,45.331327362917364,1700259779.2473094,
14.791304324753582,55.17848394624889,37.8328279517591,-2.251419773325324,1700259779.2480583,
-144.20306249149144,-120.43225837312639,-138.46605595946312,-147.07530565746129,1700259779.2480583,
4.547718346118927,6.0586379282176495,0.5273258937522769,-9.091696792282164,1700259779.2487836,
73.30203913152218,106.81528263445944,88.29155815392733,54.26220845710486,1700259779.2487836,
-118.37905329745263,-84.02059240452945,-100.98103870358318,-114.15296634752303,1700259779.2752323,
-67.58373209927231,-71.86217764858156,-73.93782212398946,-66.82079250831157,1700259779.2752323,
94.51475168019533,112.06236227229238,100.05728341452777,74.8877567127347,1700259779.2759736,
-50.533528201282024,-18.4900653809309,-31.474998027086258,-63.22300875093788,1700259779.2759736,
-116.90179281495512,-119.4636242846027,-119.13825298845768,-113.45734495576471,1700259779.2902331,
63.346425449475646,68.97871478274465,64.51701413560659,47.91933813225478,1700259779.2902331,
18.05623698607087,58.75756820384413,41.01548281405121,-4.84317044261843,1700259779.2909513,
-150.2205615201965,-127.73628298658878,-138.3987377602607,-141.72724872082472,1700259779.2909513,
0.33659099601209164,-0.8377375900745392,0.14959599822759628,-6.253112725913525,1700259779.3045528,
70.15678326878697,103.57278937287629,89.89971513487399,46.77492874581367,1700259779.3045528,
-116.92423221468925,-81.46624073479325,-100.82022300548851,-119.37386668566614,1700259779.3206751,
-69.2928663790226,-64.83864553179592,-74.57360511645675,-69.86881097219884,1700259779.3206751,
88.66554814949632,118.73434379324317,99.52247772086412,70.01840697042644,1700259779.3516204,
-57.66925731673837,-12.420207752846181,-40.22262402344495,-69.68929577432573,1700259779.3516204,
-116.5016235196963,-114.9458251381293,-126.42357810214162,-123.78694863338023,1700259779.3523428,
66.1064716167748,73.38431693054736,57.14193142298609,38.838861039839685,1700259779.3523428,
17.37557519413531,60.50410148315132,32.95599840953946,-5.538791834376752,1700259779.35312,
-140.01437454111874,-125.88129260856658,-144.28160039056093,-143.2867870023474,1700259779.35312,
5.692127732560039,-1.4772604824975133,-0.8713966896757483,-0.8265178902074695,1700259779.3538382,
75.740453902632,107.12195443082601,89.12181594409049,48.36064632702619,1700259779.3538382,
-114.81492863968015,-79.47661395836622,-100.16574051324278,-119.98721027839929,1700259779.3972683,
-75.01491331122816,-70.28767976723611,-71.35355125460774,-71.09549815766513,1700259779.3972683,
85.13882249128073,114.73639074061066,99.37288172263652,73.97896102350205,1700259779.3980248,
-66.66745661012828,-10.733512872830033,-38.079661348834634,-65.33605222590268,1700259779.3980248,
-134.7635550033301,-116.81951501592994,-125.26794901583344,-118.64458619430661,1700259779.39877,
54.6922969520092,72.75975363794714,57.5832396177575,39.45594453252852,1700259779.39877,
18.08989608567208,64.2140822391957,38.11332044843584,-6.103516727685928,1700259779.3995056,
-147.57645225152373,-117.80310870427638,-135.1786838984117,-146.46944186463952,1700259779.3995056,
-7.509719111025333,8.46339359972626,1.653035780414939,0.8788764895871282,1700259779.4102,
67.90910339541733,119.11207368876785,93.20578669570386,54.29212765675038,1700259779.4102,
-118.85028069186956,-70.90102335996926,-100.51355120912194,-122.32464775070548,1700259779.4109507,
-76.77266629040241,-58.40601760800928,-73.29829923156649,-69.86507107224315,1700259779.4109507,
80.57614454533905,124.2432164279744,97.61512874346226,69.14701028075069,1700259779.4245296,
-65.90077711921185,-13.014851845800877,-43.58853398356587,-68.58228538744152,1700259779.4245296,
-131.74545573908836,-111.84918797481805,-127.28749499190599,-121.11292016506195,1700259779.4722705,
56.75298182759434,77.49446698185056,57.8412927147001,37.96746435016394,1700259779.4722705,
15.333589818328619,71.18899565655738,44.14951897691935,-0.6657021921128035,1700259779.4730084,
-150.1794226206839,-117.49269700795412,-140.2125892387703,-146.49562116432935,1700259779.4730084,
-8.515752199105918,6.185794526711106,3.373389760032296,-4.2859253492206335,1700259779.4737616,
64.24400143884122,116.95041151437908,96.44454005733132,51.288987992331386,1700259779.4737616,
-116.95789131429046,-75.17198910936713,-95.07947657350451,-125.55966121237725,1700259779.4745107,
-71.66022305097431,-64.6254712343216,-69.22554817982018,-73.66854932717979,1700259779.4745107,
86.19347427878529,120.70901096984744,106.422593139112,72.48300104122609,1700259779.5172555,
-60.73971518035978,-7.210527114570141,-28.60275486111641,-69.37140427809209,1700259779.5172555,
-129.0228085713461,-112.91505946218967,-121.53552886005491,-120.84738726820797,1700259779.5180671,
50.37645240314305,67.69592909794301,59.64392449334264,40.031889125704765,1700259779.5180671,
9.993012681603432,55.92646393738687,40.97808381449431,-1.5520584816113114,1700259779.5189002,
-154.21103477291763,-124.80420142132789,-140.3584453370422,-146.16277006827295,1700259779.5189002,
-0.5048864940181375,5.751966131851077,0.1047171987593174,-7.173128115013242,1700259779.5197136,
65.12661782838404,108.1279875189066,93.33668319415301,48.71219692286104,1700259779.5197136,
-117.81058850418776,-80.86037694197148,-95.25899177137762,-121.31113486271352,1700259779.5309756,
-72.19502874463797,-73.34691793099046,-68.57854548748583,-70.88980366010219,1700259779.5309756,
88.95352044608444,117.25708331074566,109.77728339936584,72.96918803546578,1700259779.5317023,
-61.86168516706675,-12.775498248636723,-32.09208151977509,-66.01671401783824,1700259779.5317023,
-123.67849153466523,-117.06260851304978,-121.13535956479609,-122.51912254840136,1700259779.532454,
52.71762977540493,64.71148893330246,66.10273171681911,45.15555206499994,1700259779.532454,
6.574744122102857,57.355105720460415,40.36474022176117,-0.6956213917583227,1700259779.544608,
-157.79385893046856,-126.21414370462298,-135.7321890918538,-140.9231702303514,1700259779.544608,
-13.108349344693124,4.510319346562028,3.4407079592347145,-2.531912270002067,1700259779.560396,
66.08029231708497,109.534189902246,96.15282786078751,54.583839853294194,1700259779.560396,
-114.9084261385724,-77.54308568127453,-93.62839539069682,-119.63565968256444,1700259779.5610273,
-76.13314339797944,-69.47238157689571,-65.22759512718767,-66.88811070751399,1700259779.5610273,
78.91562896501273,119.26914948690683,110.13257389515638,73.55635232850909,1700259779.5746117,
-63.12951125204563,-12.86151594761759,-27.70891877170652,-66.57021921128035,1700259779.5746117,
-125.10339341778308,-115.74990362860262,-116.21739112306386,-117.1673257118091,1700259779.5903227,
52.70267017558217,67.95024229492992,64.38237773720175,47.7996613336727,1700259779.5903227,
